label,energy_100g,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,item
valeur_jour,2350.0,74.5,213.75,30.0,64.0,5.0,0.0007,0.11,0.975,0.010750000000000001,valeur_jour
apport,1283.711840883422,14.576424911971307,37.052619211676266,17.90919073109194,7.847606351376159,1.4859442837428158,0.0001234817196928751,0.0057061082733025565,0.09764617485263329,0.0017237404307016424,apport
