,Unnamed: 0,code,last_modified_datetime,product_name,brands,countries,serving_size,nutrition_grade_fr,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g
0,2,4559,2017-03-09T14:32:37Z,Peanuts,Torn & Glasser,US,28.0,b,1941.0,17.86,0.0,0.0,0.0,60.71,17.86,7.1,17.86,0.635,0.25,0.0,0.0,0.071,0.00129,0.0
1,77,33640,2017-03-09T09:07:05Z,Granola Cranberry And Acai,Viva La Salud,US,55.0,c,1824.0,10.91,0.91,0.0,0.0,74.55,25.45,5.5,9.09,0.254,0.1,0.0,0.0,0.036,0.00262,6.0
2,80,33688,2017-03-09T09:07:04Z,"Peanuts, Mixed Nuts",Northgate Market,US,28.0,d,2389.0,42.86,7.14,0.0,0.0,25.0,14.29,7.1,25.0,0.54356,0.214,0.0,0.0,0.071,0.00514,14.0
3,146,43595,2017-03-09T09:07:04Z,Cranberries,Torn & Glasser,US,30.0,c,1255.0,0.0,0.0,0.0,0.0,83.33,66.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
4,147,45292,2017-03-09T14:32:38Z,Turkish Apricots,Northgate,US,40.0,c,1046.0,0.0,0.0,0.0,0.0,62.5,52.5,7.5,2.5,0.0,0.0,0.001125,0.0,0.05,0.0036,8.0
5,148,45308,2017-03-09T09:07:03Z,Banana Chips Sweetened,Not A Branded Item,US,28.0,d,2243.0,28.57,28.57,0.0,0.018,64.29,14.29,3.6,3.57,0.0,0.0,0.0,0.0214,0.0,0.00129,14.0
6,149,45346,2017-03-09T14:32:38Z,Granola Honey Almonds,Northgate,US,55.0,b,1674.0,14.55,2.73,0.0,0.0,60.0,21.82,7.3,9.09,0.1143,0.045,0.0,0.0,0.073,0.00262,0.0
7,150,45421,2017-03-09T14:32:37Z,Chili Mango,Torn & Glasses,US,40.0,e,1569.0,2.5,0.0,0.0,0.0,87.5,65.0,2.5,2.5,1.9685,0.775,0.00075,0.0,0.1,0.0009,19.0
8,151,45483,2017-03-09T09:07:04Z,Milk Chocolate Pretzels,Torn & Glasser,US,40.0,e,1883.0,22.5,12.5,0.0,0.012,70.0,42.5,2.5,5.0,1.016,0.4,7.5e-05,0.0,0.05,0.0018,25.0
9,152,45599,2017-03-09T09:07:03Z,Peanuts,Northgate,US,28.0,b,1941.0,17.86,0.0,0.0,0.0,60.71,17.86,7.1,17.86,0.635,0.25,0.0,0.0,0.071,0.00129,0.0
10,180,1938067,2017-01-15T18:29:32Z,Chaussons tressés aux pommes,Kirkland Signature,Canada,150.0,c,1090.0,10.7,2.0,0.667,0.00533,38.7,24.7,2.0,3.33,0.647,0.255,0.0,0.0016,0.0133,0.00048,9.0
11,181,4302544,2017-03-02T14:41:27Z,Pain Burger Artisan,Kirkland Signature,Canada,90.0,b,1160.0,1.11,0.333,0.0,0.0,53.3,1.11,2.22,10.0,1.52,0.6,0.0,0.0,0.0222,0.006,1.0
12,185,8237798,2017-04-11T21:01:28Z,Quiche Lorraine,Kirkland Signature,Canada,280.0,b,478.0,6.79,2.86,0.0,0.0107,7.86,0.714,0.357,5.36,0.499,0.196,1.07e-05,0.000429,0.0286,0.000643,2.0
13,195,20039127,2017-03-10T09:36:08Z,Butter Croissants,Fresh & Easy,US,77.0,d,1523.0,16.88,10.39,0.0,0.052,44.16,5.19,1.3,7.79,1.08966,0.429,0.0001947,0.1013,0.026,0.00094,18.0
14,196,20039707,2017-03-10T09:36:09Z,Wild Blueberry Muffins,Fresh & Easy,US,108.0,d,1548.0,15.74,3.7,0.0,0.06,47.22,25.93,0.9,6.48,0.72898,0.287,2.79e-05,0.0,0.019,0.00167,14.0
15,197,20042509,2017-03-10T08:49:39Z,Bolillos,Fresh & Easy,US,94.0,b,1159.0,4.26,0.53,0.0,0.0,51.06,2.13,2.1,9.57,1.27,0.5,3.18e-05,0.016,0.319,0.00383,1.0
16,198,20043070,2017-03-10T08:49:40Z,Biscuit,Fresh & Easy,US,75.0,e,1452.0,20.0,10.67,0.0,0.053,33.33,2.67,1.3,8.0,1.4224,0.56,0.0002001,0.0,0.4,0.0024,19.0
17,199,20043087,2017-03-10T08:49:40Z,Biscuit,Fresh & Easy,US,75.0,d,1339.0,16.0,9.33,0.0,0.053,38.67,9.33,1.3,5.33,1.15062,0.453,0.0001599,0.0,0.267,0.0024,18.0
18,200,20043124,2017-03-10T08:18:22Z,Oatmeal Raisin Cookie,"Giant,  Fresh & Easy",US,113.0,e,1778.0,17.7,8.85,0.0,0.018,61.95,37.17,1.8,3.54,0.56134,0.221,5.31e-05,0.0,0.0,0.00127,21.0
19,201,20043131,2017-03-10T08:10:34Z,Sliced Plain Bagel,Fresh & Easy,US,85.0,b,1527.0,1.18,0.0,0.0,0.0,71.76,4.71,2.4,12.94,1.19634,0.471,0.0,0.0,0.071,0.00424,2.0
20,202,20044015,2017-03-10T08:18:22Z,Scone,Fresh & Easy,US,85.0,e,1920.0,25.88,15.29,0.0,0.035,52.94,30.59,2.4,3.53,0.4191,0.165,7.05e-05,0.0,0.047,0.00169,19.0
21,203,20044480,2017-03-10T08:10:34Z,Belgian Vanilla Waffle,Fresh & Easy,US,85.0,e,2067.0,22.35,9.41,0.0,0.024,67.06,28.24,2.4,8.24,1.70434,0.671,0.0,0.0,0.024,0.00085,25.0
22,204,20045616,2017-03-09T16:10:10Z,Seasonal Cookie Platter,Fresh & Easy,US,56.0,e,1866.0,21.43,8.93,0.0,0.036,60.71,35.71,1.8,3.57,0.68072,0.268,0.0002142,0.0,0.0,0.00129,20.0
23,205,20045791,2017-03-10T08:39:36Z,Muffin,Fresh & Easy,US,170.0,d,1749.0,21.76,5.29,0.0,0.071,51.76,32.94,2.4,5.88,0.6731,0.265,3.54e-05,0.0,0.088,0.00159,16.0
24,206,20045807,2017-03-10T08:39:36Z,Muffin,Fresh & Easy,US,170.0,d,1477.0,15.88,2.94,0.0,0.068,45.88,25.88,1.2,6.47,0.762,0.3,3.54e-05,0.0007,0.024,0.00159,13.0
25,207,20046255,2017-03-10T08:10:38Z,Freshly Baked Italian Loaf,Fresh & Easy,US,56.0,b,941.0,0.0,0.0,0.0,0.0,42.86,0.0,1.8,7.14,1.36144,0.536,0.0,0.0,0.036,0.00193,1.0
26,208,20046576,2017-03-09T20:50:56Z,Freshly Baked Apple Pie,Fresh & Easy,US,123.0,d,1155.0,13.82,6.5,0.0,0.0,39.02,23.58,1.6,1.63,0.47498,0.187,0.0,0.002,0.016,0.00088,14.0
27,209,20047108,2017-03-09T15:25:07Z,Snickerdoodle Cookies,Fresh & Easy,US,56.0,e,1866.0,21.43,8.93,0.0,0.018,60.71,32.14,1.8,3.57,0.99822,0.393,0.0001071,0.0,0.0,0.00129,22.0
28,210,20047818,2017-03-09T20:50:57Z,Freshly Baked In Store Cherry Turnover,Fresh & Easy,US,85.0,e,1674.0,22.35,11.76,0.0,0.0,45.88,18.82,1.2,4.71,0.77724,0.306,0.0001059,0.0282,0.0,0.00169,20.0
29,211,20047825,2017-03-09T20:50:57Z,Apple Turnover,Fresh & Easy,US,85.0,d,1623.0,22.35,11.76,0.0,0.0,42.35,15.29,2.4,4.71,0.80772,0.318,7.05e-05,0.0282,0.0,0.00169,17.0
30,212,20048174,2017-03-09T20:50:58Z,Pineapple Coconut Muffins,Fresh & Easy,US,108.0,d,1665.0,18.52,4.63,0.0,0.069,52.78,32.41,0.9,6.48,0.8001,0.315,2.79e-05,0.0011,0.037,0.001,17.0
31,213,20048358,2017-03-09T20:50:56Z,Assorted Strudel Bite,Fresh & Easy,US,56.0,d,1569.0,21.43,10.71,0.0,0.0,48.21,21.43,1.8,1.79,0.40894,0.161,0.0,0.0,0.0,0.0,17.0
32,214,20048402,2017-03-09T20:50:57Z,Freshly Baked Chocolat Croissant,Fresh & Easy,US,60.0,e,1812.0,23.33,13.33,0.83,0.075,45.0,11.67,1.7,8.33,1.05918,0.417,0.0,0.0,0.0,0.0006,19.0
33,215,20048556,2017-03-09T16:43:20Z,Cornbread,Fresh & Easy,US,59.0,d,1632.0,18.64,3.39,0.0,0.068,50.85,22.03,1.7,6.78,0.81788,0.322,5.07e-05,0.0,0.034,0.00183,12.0
34,216,20049010,2017-03-09T16:43:21Z,La Brea Bakery Ciabatta Loaf Freshly Baked In Store,Fresh & Easy,US,57.0,c,1176.0,3.51,0.0,0.0,0.0,52.63,0.0,1.8,8.77,1.78308,0.702,0.0,0.0,0.0,0.00316,3.0
35,219,2044503,2017-03-10T08:10:34Z,Belgian Choc Chip Waffle,Fresh & Easy,US,85.0,e,2117.0,22.35,9.41,0.0,0.024,68.24,29.41,2.4,8.24,1.70434,0.671,0.0,0.0,0.024,0.00085,25.0
36,220,2046231,2017-03-10T08:18:25Z,Chocolate Scone,Fresh & Easy,US,56.0,e,2912.0,39.29,23.21,0.0,0.054,80.36,46.43,3.6,5.36,0.635,0.25,0.0001071,0.0,0.071,0.00257,25.0
37,258,127534587,2017-03-09T09:43:18Z,Lithuanian Rye Bread,Today's Temptations,US,57.0,c,954.0,2.63,0.0,0.0,0.0,47.37,8.77,1.8,5.26,1.42494,0.561,0.0,0.0021,0.035,0.00253,4.0
38,270,2220,2017-03-09T09:43:16Z,Monterey Jack,Food Club,US,28.0,e,1494.0,28.57,17.86,0.0,0.107,3.57,0.0,0.0,25.0,1.54178,0.607,0.0003213,0.0,0.714,0.0,20.0
39,294,433906030,2017-03-09T15:25:07Z,Best Ginger Snap Cookies,Petpro Products  Inc.,US,34.0,d,1623.0,17.65,10.29,0.0,0.074,50.0,17.65,0.0,2.94,0.37338,0.147,0.0001764,0.0,0.0,0.00106,18.0
40,295,450193000,2017-03-09T09:47:41Z,"Ice Cream, Vanilla",Lactaid,US,71.0,d,883.0,11.27,7.04,0.0,0.049,22.54,16.9,0.0,2.82,0.14224,0.056,0.0001269,0.0,0.113,0.0,12.0
41,296,450193031,2017-03-09T10:49:03Z,"Ice Cream, Butter Pecan",Lactaid,US,71.0,d,1000.0,15.49,7.04,0.0,0.042,22.54,15.49,1.4,4.23,0.34036,0.134,0.0001269,0.0,0.113,0.0,12.0
42,306,5487,2017-03-09T11:35:38Z,Sea Salt Potato Chips,Trader Joe's,United States,28.0,c,2243.0,32.14,3.57,0.0,0.0,57.14,0.0,3.6,7.14,0.9525,0.375,0.0,0.0214,0.0,0.00129,8.0
43,308,609124107,2017-03-09T15:25:08Z,Solid Milk Chocolate,Madelaine Chocolate Novelties,US,56.0,e,2318.0,32.14,19.64,0.0,0.018,58.93,55.36,1.8,7.14,0.2032,0.08,5.37e-05,0.0021,0.179,0.00193,24.0
44,309,609133703,2017-03-09T16:10:10Z,"Madelaine Chocolate Company, Chocolate",Madelaine Chocolate Novelties,US,40.0,e,2301.0,32.5,20.0,0.0,0.025,57.5,55.0,2.5,7.5,0.1905,0.075,7.5e-05,0.003,0.2,0.0018,23.0
45,310,609231508,2017-03-10T08:10:38Z,Milk Chocolate Rose,The Madelaine Chocolate Company,US,21.0,e,2389.0,33.33,21.43,0.0,0.024,57.14,57.14,0.0,9.52,0.18034,0.071,0.0,0.0,0.19,0.00171,27.0
46,311,609340767,2017-03-10T08:10:38Z,Solid Dark Chocolate,The Madelaine Chocolate Company,US,40.0,e,2197.0,32.5,20.0,0.0,0.012,57.5,50.0,5.0,5.0,0.03048,0.012,0.0,0.0,0.05,0.00675,21.0
47,312,609346752,2017-03-10T08:10:39Z,White Chocolate,Madelaine Chocolate Novelties  Inc,US,40.0,e,2406.0,40.0,25.0,0.0,0.025,50.0,50.0,0.0,7.5,0.254,0.1,0.0,0.003,0.25,0.0,28.0
48,313,609406104,2017-03-09T15:03:39Z,"The Madelaine Chocolate Company, Solid Milk Chocolate Cigars",Madelaine Chocolate Novelties,US,43.0,e,2238.0,32.56,20.93,0.0,0.023,58.14,55.81,2.3,6.98,0.20574,0.081,6.99e-05,0.0028,0.186,0.00167,23.0
49,314,609407101,2017-03-09T15:03:39Z,"Madelaine Chocolate, It's A Girl! Solid Milk Chocolate Cigars, Milk Chocolate",Madelaine Chocolate Novelties,US,43.0,e,2238.0,32.56,20.93,0.0,0.023,58.14,55.81,2.3,6.98,0.20574,0.081,6.99e-05,0.0028,0.186,0.00167,23.0
50,315,609900114,2017-03-09T14:54:10Z,"The Madelaine Chocolate Company, All Natural Dark Chocolate Gift Stick",Madelaine Chocolate Novelties,US,38.0,d,2314.0,39.47,23.68,0.0,0.0,44.74,28.95,10.5,10.53,0.0,0.0,0.0,0.0,0.053,0.00947,17.0
51,316,609941001,2017-03-09T15:03:39Z,"The Madelaine Chocolate Company, Solid Milk Chocolate",Madelaine Chocolate Novelties,US,40.0,e,2301.0,32.5,20.0,0.0,0.025,57.5,55.0,2.5,7.5,0.1905,0.075,7.5e-05,0.003,0.2,0.0018,23.0
52,317,609941049,2017-03-09T15:03:39Z,"The Madelaine Chocolate Company, Solid Dark Chocolate",Madelaine Chocolate Novelties,US,40.0,e,2197.0,32.5,20.0,0.0,0.012,57.5,47.5,5.0,5.0,0.03048,0.012,0.0,0.0,0.05,0.00675,21.0
53,318,609941759,2017-03-09T14:54:10Z,Solid Milk Chocolate,The Madelaine Chocolate Company,US,36.0,e,2326.0,33.33,19.44,0.0,0.014,58.33,55.56,2.8,8.33,0.21082,0.083,8.34e-05,0.0,0.222,0.002,23.0
54,319,609941766,2017-03-09T14:54:10Z,"The Madelaine Chocolate Company, Solid Milk Chocolate",Madelaine Chocolate Novelties,US,36.0,e,2326.0,33.33,19.44,0.0,0.014,58.33,55.56,2.8,8.33,0.21082,0.083,8.34e-05,0.0,0.222,0.002,23.0
55,320,609962037,2017-03-09T15:40:00Z,"The Madelaine Chocolate Comapny, Solid Milk Chocolate",Madelaine Chocolate Novelties,US,38.0,e,2314.0,31.58,21.05,0.0,0.026,57.89,55.26,2.6,7.89,0.20066,0.079,7.89e-05,0.0032,0.211,0.00189,23.0
56,321,609962044,2017-03-09T15:40:01Z,"The Madelaine Chocolate Company, Solid Dark Chocolate",Madelaine Chocolate Novelties,US,38.0,e,2201.0,31.58,21.05,0.0,0.013,57.89,50.0,5.3,5.26,0.03302,0.013,0.0,0.0,0.053,0.00711,21.0
57,322,609962082,2017-03-10T09:56:37Z,Solid Dark Chocolate,The Madelaine Chocolate Company,US,38.0,e,2201.0,31.58,21.05,0.0,0.013,57.89,50.0,5.3,5.26,0.03302,0.013,0.0,0.0,0.053,0.00711,21.0
58,323,609965007,2017-03-10T09:56:37Z,Milk Chocolate Malt Balls,The Madelaine Chocolate Company,US,40.0,e,2197.0,27.5,20.0,0.0,0.012,67.5,60.0,0.0,5.0,0.3175,0.125,0.0,0.0,0.1,0.0009,27.0
59,324,609983001,2017-03-09T14:54:10Z,"The Madelaine Chocolate Company, Solid Milk Chocolate",Madelaine Chocolate Novelties,US,36.0,e,2326.0,33.33,19.44,0.0,0.014,58.33,55.56,2.8,8.33,0.21082,0.083,8.34e-05,0.0033,0.222,0.002,23.0
60,325,609983032,2017-03-09T14:54:10Z,"The Madelaine Chocolate Company, Solid Dark Chocolate",Madelaine Chocolate Novelties,US,36.0,e,2209.0,33.33,19.44,0.0,0.014,58.33,50.0,5.6,5.56,0.03556,0.014,0.0,0.0,0.056,0.0075,21.0
61,326,609989010,2017-03-09T14:54:11Z,"The Madelaine Chocolate Company, Solid Milk Chocolate Bunnies",Madelaine Chocolate Novelties,US,35.0,e,2272.0,31.43,20.0,0.0,0.014,57.14,54.29,2.9,5.71,0.18034,0.071,8.58e-05,0.0,0.171,0.00206,22.0
62,327,609989027,2017-03-09T15:40:01Z,"The Madelaine Chocolate Company, Solid Milk Chocolate Chicks",Madelaine Chocolate Novelties,US,38.0,e,2314.0,31.58,21.05,0.0,0.026,57.89,55.26,2.6,7.89,0.20066,0.079,7.89e-05,0.0032,0.211,0.00189,23.0
63,340,698309041,2017-03-09T16:09:53Z,"Feletti, Pralines Candy, Milk Chocolate",Better Ideas,US,36.0,e,2209.0,30.56,22.22,0.0,0.014,61.11,55.56,2.8,5.56,0.24638,0.097,0.0,0.0,0.111,0.003,24.0
64,341,698465815,2017-03-09T16:00:36Z,"Feletti, Milk Chocolate Pralines",Better Ideas,US,37.0,e,2264.0,32.43,21.62,0.0,0.014,59.46,56.76,2.7,2.7,0.20574,0.081,0.0,0.0,0.108,0.0073,23.0
65,343,764001770,2017-03-09T15:03:39Z,"Ryan's, Juice Melange, Fuji Pom Blend",Ryan Orchards,US,240.0,b,192.0,0.0,0.0,0.0,0.0,11.67,10.42,0.0,0.0,0.0381,0.015,0.0,0.0,0.0,0.00015,2.0
66,344,764001787,2017-03-09T16:10:10Z,"Ryan's, Lemonade",Ryan Orchards,US,240.0,b,226.0,0.0,0.0,0.0,0.0,13.33,13.33,0.0,0.0,0.01016,0.004,0.0,0.0005,0.0,0.0,2.0
67,345,764003033,2017-03-09T14:54:11Z,"Ryan's, Spiced Apple Cider",Ryan Orchards,US,240.0,b,192.0,0.0,0.0,0.0,0.0,11.25,10.0,0.4,0.0,0.0254,0.01,0.0,0.0,0.008,0.00015,2.0
68,346,764003040,2017-03-09T15:40:01Z,"Ryan's, Pink Lady, Apple Cider",Ryan Orchards,US,240.0,b,192.0,0.0,0.0,0.0,0.0,11.67,8.33,0.0,0.42,0.01524,0.006,0.0,0.001,0.0,0.0,1.0
69,347,764114944,2017-03-09T16:10:10Z,"Ryan's, Organic Juice, Apple",Ryan Orchards,US,240.0,b,192.0,0.0,0.0,0.0,0.0,11.67,10.42,0.0,0.0,0.04318,0.017,0.0,0.0038,0.0,0.0,2.0
70,348,764708617,2017-03-09T15:03:39Z,"Ryan's, Opal Blend Melange, Apple Cider",Ryan Orchards,US,240.0,b,192.0,0.0,0.0,0.0,0.0,11.67,8.33,0.0,0.42,0.01524,0.006,0.0,0.001,0.0,0.0,1.0
71,352,790105282,2017-03-09T15:40:01Z,"Healthy Food Brands, A&W, Soda Bottles Gummy Candies With Real A&W Root Beer",Healthy Food Brands Llc,US,40.0,d,1046.0,0.0,0.0,0.0,0.0,65.0,42.5,0.0,5.0,0.0635,0.025,0.0,0.0,0.0,0.0,12.0
72,353,790110002,2017-03-09T16:10:10Z,"Emojeez, Gummies, Assorted Fruits",Healthy Food Brands Llc,US,40.0,d,1151.0,0.0,0.0,0.0,0.0,67.5,40.0,0.0,5.0,0.03048,0.012,0.0,0.0,0.0,0.0,11.0
73,354,790110019,2017-03-09T15:03:39Z,"Emojeez, Gummies Candy, Fruit",Healthy Food Brands Llc,US,40.0,d,1151.0,0.0,0.0,0.0,0.0,67.5,40.0,0.0,5.0,0.03048,0.012,0.0,0.0,0.0,0.0,11.0
74,355,790110026,2017-03-09T16:10:10Z,"Emojeez, Fruit Flavored Gummies, Green Apple, Orange, Fruit Punch, Lemon, Cherry Blue Raspberry",Healthy Food Brands Llc,US,40.0,d,1151.0,0.0,0.0,0.0,0.0,67.5,40.0,0.0,5.0,0.03048,0.012,0.0,0.0,0.0,0.0,11.0
75,356,790110033,2017-03-09T15:25:08Z,Gummies,Healthy Food Brands Llc,US,40.0,d,1151.0,0.0,0.0,0.0,0.0,67.5,40.0,0.0,5.0,0.03048,0.012,0.0,0.0,0.0,0.0,11.0
76,357,790110040,2017-03-09T15:40:02Z,"Emojeez, Fruit Gummies, Assorted",Healthy Food Brands Llc,US,40.0,d,1151.0,0.0,0.0,0.0,0.0,67.5,40.0,0.0,5.0,0.03048,0.012,0.0,0.0,0.0,0.0,11.0
77,358,790110057,2017-03-09T14:54:11Z,"Emojeez, Gummies Candy, Fruit",Healthy Food Brands Llc,US,40.0,d,1151.0,0.0,0.0,0.0,0.0,67.5,40.0,0.0,5.0,0.03048,0.012,0.0,0.0,0.0,0.0,11.0
78,359,790200123,2017-03-09T13:33:39Z,"Lite, Fine Chocolate Candy Bar, Dark Chocolate","Simply,  Simply Natural Foods  Llc.",US,25.0,c,1674.0,32.0,20.0,0.0,0.0,60.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.00576,9.0
79,366,790400004,2017-03-09T16:44:47Z,Freeze-Dried Apple Slices,"Welch's,  Healthy Food Brands Llc",US,28.0,c,1494.0,0.0,0.0,0.0,0.0,92.86,75.0,10.7,3.57,0.0,0.0,0.0001071,0.0321,0.071,0.0,9.0
80,367,790400028,2017-03-09T16:44:51Z,Freeze-Dried Banana & Strawberry Slices,"Welch's,  Healthy Food Brands Llc",US,28.0,c,1343.0,0.0,0.0,0.0,0.0,85.71,64.29,14.3,3.57,0.0,0.0,0.0001071,0.1071,0.071,0.00257,9.0
81,368,790400042,2017-03-09T16:44:47Z,Freeze-Dried Mango Slices,"Welch's,  Healthy Food Brands Llc",US,28.0,c,1494.0,1.79,0.0,0.0,0.0,89.29,78.57,10.7,3.57,0.0,0.0,0.001875,0.2143,0.071,0.00129,9.0
82,369,790400066,2017-03-09T16:44:46Z,Freeze-Dried Grapes,"Welch's,  Healthy Food Brands Llc",US,34.0,c,1477.0,0.0,0.0,0.0,0.0,94.12,82.35,2.9,0.0,0.14986,0.059,0.0,0.0035,0.059,0.0,10.0
83,370,790400301,2017-03-09T16:44:47Z,Freeze-Dried Apple Slices,"Welch's,  Healthy Food Brands Llc",US,10.0,c,1464.0,0.0,0.0,0.0,0.0,90.0,70.0,10.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,9.0
84,371,790400325,2017-03-09T16:44:49Z,"Freeze-Dried Fruit Slices, Banana & Strawberry","Welch's,  Healthy Food Brands Llc",US,10.0,c,1464.0,0.0,0.0,0.0,0.0,90.0,60.0,10.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0036,9.0
85,372,790400349,2017-03-09T16:44:48Z,Freeze-Dried Mango Slices,"Welch's,  Healthy Food Brands Llc",US,10.0,c,1464.0,0.0,0.0,0.0,0.0,90.0,80.0,10.0,0.0,0.0,0.0,0.00225,0.21,0.0,0.0,9.0
86,373,790400363,2017-03-09T16:44:48Z,Freeze-Dried Grapes,"Welch's,  Healthy Food Brands Llc",US,12.0,d,1569.0,0.0,0.0,0.0,0.0,91.67,83.33,0.0,0.0,0.10668,0.042,0.0,0.0,0.0,0.0,14.0
87,374,790410003,2017-03-09T10:39:33Z,"Wholesome & Delicious Dried Cranberries, Concord Grape",Welch's,US,40.0,c,1360.0,0.0,0.0,0.0,0.0,82.5,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,9.0
88,375,790410010,2017-03-09T16:44:51Z,"Dried Cranberries, Pomegranate Flavor","Welch's,  Healthy Food Brands Llc",US,40.0,c,1360.0,0.0,0.0,0.0,0.0,82.5,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,9.0
89,376,790410027,2017-03-09T16:44:48Z,"Dried Cranberries, Blueberry","Welch's,  Healthy Food Brands Llc",US,40.0,c,1360.0,0.0,0.0,0.0,0.0,82.5,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,9.0
90,377,790410034,2017-03-09T10:59:42Z,Dried Cranberries,Welch's,US,40.0,c,1360.0,0.0,0.0,0.0,0.0,82.5,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,9.0
91,378,790410041,2017-03-09T16:44:48Z,Dried Mediterranean Apricots,"Welch's,  Healthy Food Brands Llc",US,40.0,c,941.0,0.0,0.0,0.0,0.0,55.0,32.5,5.0,2.5,0.0,0.0,0.0,0.0,0.05,0.0135,3.0
92,379,790410058,2017-03-10T10:55:33Z,Dried Honey Crisp Apples,Welch's,US,40.0,c,1255.0,0.0,0.0,0.0,0.0,72.5,75.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
93,380,790410065,2017-03-09T12:50:55Z,Wholesome & Delicious Dried Mangos,Welch's,US,40.0,d,1464.0,0.0,0.0,0.0,0.0,85.0,65.0,2.5,0.0,0.4445,0.175,0.0,0.012,0.05,0.0009,12.0
94,381,790410553,2017-03-10T10:21:45Z,"Triple Fruit Treat, Mango, Cranberries, Blueberries","Welch's,  Healthy Food Brands Llc",US,23.0,c,1456.0,0.0,0.0,0.0,0.0,82.61,73.91,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
95,382,790420002,2017-03-09T16:44:49Z,Red Apple Chips,"Welch's,  Healthy Food Brands Llc",US,21.0,c,1594.0,0.0,0.0,0.0,0.0,90.48,76.19,14.3,0.0,0.36322,0.143,0.0,0.0,0.0,0.0,10.0
96,383,790430018,2017-03-09T16:10:11Z,"Pb&J Trail Mix, Grape","Welch's,  Healthy Food Brands Llc",US,42.5,e,1971.0,25.88,8.24,0.0,0.0,51.76,44.71,4.7,9.41,0.47752,0.188,0.0,0.0,0.047,0.00169,19.0
97,384,790430063,2017-03-09T14:51:31Z,"Pb & J Trail Mix, Strawberry","Welch's,  Healthy Food Brands Llc",US,42.5,d,1971.0,25.88,8.24,0.0,0.0,51.76,40.0,4.7,9.41,0.47752,0.188,0.0,0.0,0.047,0.00169,18.0
98,385,790430070,2017-03-09T15:03:40Z,"Pb&J Trail Mix, Grape","Welch's,  Healthy Food Brands Llc",US,42.5,e,1971.0,25.88,8.24,0.0,0.0,51.76,44.71,4.7,9.41,0.47752,0.188,0.0,0.0,0.047,0.00169,19.0
99,386,790440017,2017-03-09T16:44:48Z,Red Apple Chips,"Welch's,  Healthy Food Brands Llc",US,28.0,d,1644.0,0.0,0.0,0.0,0.0,92.86,78.57,10.7,0.0,1.63322,0.643,0.0,0.0043,0.071,0.00129,16.0
100,387,790440024,2017-03-09T16:44:49Z,Golden Apple Chips,"Welch's,  Healthy Food Brands Llc",US,28.0,d,1644.0,0.0,0.0,0.0,0.0,92.86,78.57,10.7,0.0,1.63322,0.643,0.0,0.0043,0.071,0.00129,16.0
101,388,790440031,2017-03-09T16:44:50Z,Green Apple Chips,"Welch's,  Healthy Food Brands Llc",US,28.0,d,1644.0,0.0,0.0,0.0,0.0,92.86,78.57,10.7,0.0,1.63322,0.643,0.0,0.0043,0.071,0.00129,16.0
102,402,835766119,2017-03-09T10:01:10Z,"Bee, Creamed Honey With Raspberry, Raspberry","Vintage,  Vintage Bee",US,21.0,d,1197.0,0.0,0.0,0.0,0.0,80.95,76.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
103,403,835766317,2017-03-09T11:57:40Z,Creamed Honey,Vintage Bee  Inc.,US,21.0,d,1197.0,0.0,0.0,0.0,0.0,80.95,76.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
104,404,835766331,2017-03-09T10:01:10Z,"Bee, Creamed Honey With Cinnamon, Cinnamon","Vintage,  Vintage Bee",US,21.0,d,1197.0,0.0,0.0,0.0,0.0,80.95,76.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
105,405,835766355,2017-03-09T10:01:10Z,"Bee, Creamed Honey With Lemon","Vintage,  Vintage Bee",US,21.0,d,1197.0,0.0,0.0,0.0,0.0,80.95,76.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
106,406,835766553,2017-03-09T11:57:41Z,Creamed Honey With Hibiscus,Vintage Bee  Inc.,US,21.0,d,1197.0,0.0,0.0,0.0,0.0,80.95,76.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
107,413,850600108,2017-03-09T20:11:19Z,Raw Shrimp,Maxfield,US,85.0,b,247.0,0.0,0.0,0.0,0.124,0.0,0.0,0.0,14.12,1.40462,0.553,3.54e-05,0.0014,0.0,0.0,1.0
