,Unnamed: 0,code,last_modified_datetime,product_name,brands,countries,serving_size,nutrition_grade_fr,energy_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,calcium_100g,iron_100g,nutrition-score-fr_100g
246,826,8563888790,2017-03-10T08:18:27Z,The Original Macaroon,Poppies Int. Nv.,US,37.0,e,1695.0,21.62,21.62,0.0,0.0,51.35,45.95,10.8,2.7,0.06858,0.027,0.0,0.0,0.0,0.00195,20.0
247,827,8563991100,2017-03-10T09:36:17Z,Belgian Mini Cream Puffs,Poppies International  Inc.,US,75.0,d,1506.0,29.33,17.33,0.0,0.147,21.33,12.0,0.0,4.0,0.1524,0.06,0.0002001,0.0,0.053,0.00096,16.0
248,843,8725000015,2017-03-09T15:03:49Z,"Long Grove Confectionery Co., Chocolate Fudge",Long Grove Confectionery Co.,US,40.0,e,1674.0,17.5,11.25,0.0,0.025,67.5,60.0,0.0,2.5,0.2921,0.115,0.00015,0.0,0.05,0.0009,25.0
249,844,8725000022,2017-03-09T16:10:12Z,"Long Grove Confectionery Co, Rocky Road Fudge",Long Grove Confectionery Co.,US,40.0,e,1778.0,20.0,10.0,0.0,0.025,62.5,55.0,2.5,2.5,0.254,0.1,7.5e-05,0.0,0.05,0.0009,22.0
250,845,8725020082,2017-03-09T14:54:11Z,"Long Grove Confectionery Co., Halloween Chocolate Pop",Long Grove Confectionery Co.,US,43.0,e,2238.0,32.56,20.93,0.0,0.023,58.14,55.81,2.3,6.98,0.20574,0.081,6.99e-05,0.0028,0.186,0.00084,23.0
251,846,8725021072,2017-03-09T14:54:12Z,"Long Grove Confectionery Co., Day To Dead Chocolate Skull",Long Grove Confectionery Co.,US,42.0,e,2192.0,33.33,19.05,0.0,0.012,59.52,54.76,2.4,4.76,0.1524,0.06,7.14e-05,0.0,0.143,0.00086,23.0
252,847,8725021096,2017-03-09T15:03:50Z,"Long Grove Confectionery Co., Spooky Treats, Mini Pretzel Twists",Long Grove Confectionery Co.,US,30.0,e,1954.0,20.0,11.67,0.0,0.0,66.67,40.0,3.3,6.67,0.97282,0.383,0.0,0.0,0.067,0.0012,23.0
253,848,8725033648,2017-03-09T16:10:12Z,"Long Grove Confectionery Co, Dark Chocolate, Peppermint Creames",Long Grove Confectionery Co.,US,38.0,e,1870.0,15.79,9.21,0.0,0.0,76.32,73.68,2.6,2.63,0.09906,0.039,0.0,0.0,0.0,0.00095,21.0
254,849,8725033655,2017-03-09T15:03:50Z,"Long Grove Confectionery Co., Milk Chocolate, Coconut Caramel",Long Grove Confectionery Co.,US,38.0,e,2092.0,26.32,21.05,0.0,0.013,68.42,47.37,5.3,5.26,0.43434,0.171,7.89e-05,0.0,0.053,0.00189,22.0
255,850,8725033693,2017-03-09T14:54:12Z,"Long Grove Confectionery Co., Peanut Butter Melts",Long Grove Confectionery Co.,US,43.0,e,2238.0,37.21,18.6,0.0,0.0,44.19,37.21,4.6,11.63,4.25196,1.674,0.0,0.0,0.047,0.00084,29.0
256,851,8725050003,2017-03-09T16:10:12Z,"Long Grove Confectionery Co, Creamy White Pretzel Twists",Long Grove Confectionery Co.,US,42.0,e,1891.0,19.05,16.67,0.0,0.0,71.43,50.0,0.0,4.76,0.84582,0.333,0.0,0.0,0.048,0.00171,28.0
257,852,8725050102,2017-03-09T14:54:12Z,"Long Grove Confectionery Co., St. Pat's Mini Pretzels",Long Grove Confectionery Co.,US,42.0,e,1992.0,23.81,19.05,0.0,0.0,71.43,47.62,0.0,4.76,1.0287,0.405,0.0,0.0,0.095,0.00171,29.0
258,853,8725050119,2017-03-09T15:03:51Z,"Long Grove Confectionery Co., St.Pats Nonpareils Candy",Long Grove Confectionery Co.,US,35.0,e,2151.0,25.71,22.86,0.0,0.0,68.57,65.71,0.0,2.86,0.10922,0.043,0.0,0.0,0.114,0.0,26.0
259,854,8725050126,2017-03-09T14:54:13Z,"Long Grove Confectionery Co., Creamy White Confetti Cookies",Long Grove Confectionery Co.,US,42.0,e,2092.0,23.81,16.67,0.0,0.0,69.05,54.76,0.0,2.38,0.54356,0.214,0.0,0.0,0.095,0.00171,28.0
260,855,8725050133,2017-03-09T16:10:12Z,"Long Grove Confectionery Co, Pastel Mint Nonpareils",Long Grove Confectionery Co.,US,40.0,e,2092.0,25.0,22.5,0.0,0.0,67.5,52.5,0.0,5.0,0.22352,0.088,0.0,0.0,0.15,0.0,26.0
261,856,8725052465,2017-03-09T16:10:13Z,"Long Grove Confectionery Co, Spring Nonpareils",Long Grove Confectionery Co.,US,40.0,e,1987.0,27.5,17.5,0.0,0.012,65.0,52.5,5.0,2.5,0.0,0.0,7.5e-05,0.0,0.0,0.0018,20.0
262,857,8725056142,2017-03-10T08:10:39Z,Solid Chocolate Rabbit,Long Grove Confectionery,US,39.0,e,2251.0,30.77,17.95,0.0,0.013,58.97,56.41,2.6,7.69,0.19558,0.077,7.68e-05,0.0031,0.205,0.00092,23.0
263,858,8725060002,2017-03-09T15:03:52Z,"Long Grove Confectionery Co., Corn, Chocolatey Drizzled Caramel",Long Grove Confectionery Co.,US,30.0,d,1536.0,10.0,3.33,0.0,0.0,80.0,60.0,3.3,3.33,0.67818,0.267,0.0,0.0,0.0,0.0,15.0
264,859,8725060019,2017-03-09T14:54:14Z,"Long Grove Confectionery Co., Creamy White Drizzled Caramel Corn",Long Grove Confectionery Co.,US,30.0,d,1674.0,10.0,5.0,0.0,0.0,80.0,60.0,3.3,3.33,0.67818,0.267,0.0,0.0,0.0,0.0,16.0
265,860,8725060026,2017-03-09T16:10:12Z,"Long Grove Confection Co., Chicago Snack Mix, Cheese & Caramel Popcorn",Long Grove Confectionery Co.,US,28.0,e,2092.0,28.57,7.14,0.0,0.036,60.71,35.71,3.6,7.14,1.99644,0.786,0.0001071,0.0,0.071,0.00129,23.0
266,861,8725060033,2017-03-09T16:10:14Z,"Long Grove Confectionery Co, Cookies N' Cream Bark",Long Grove Confectionery Co.,US,46.0,e,2092.0,26.09,21.74,0.0,0.0,67.39,58.7,0.0,2.17,0.35814,0.141,0.0,0.0,0.087,0.00078,27.0
267,862,8725061177,2017-03-09T16:10:13Z,"Long Grove Confectionery Co, Happy Birthday Pop",Long Grove Confectionery Co.,US,43.0,e,2238.0,34.88,23.26,0.0,0.012,58.14,55.81,2.3,6.98,0.20574,0.081,6.99e-05,0.0,0.186,0.00084,23.0
268,863,8725061184,2017-03-09T15:46:45Z,"Long Grove Confectionery Co, Congratulations Pop",Long Grove Confectionery Co.,US,38.0,e,2201.0,34.21,21.05,0.0,0.013,57.89,55.26,2.6,5.26,0.16764,0.066,7.89e-05,0.0,0.158,0.00095,23.0
269,865,8725062051,2017-03-09T15:25:08Z,Creamy White Pretzel Twists,Long Grove Confectionery Co.,US,30.0,e,2092.0,23.33,20.0,0.0,0.0,73.33,50.0,0.0,3.33,1.05918,0.417,0.0,0.0,0.067,0.0024,30.0
270,866,8725070018,2017-03-09T15:03:52Z,"Long Grove Confectionery Co., Graham Crackers, Milk Chocolate",Long Grove Confectionery Co.,US,28.0,e,2243.0,28.57,16.07,0.0,0.018,64.29,46.43,3.6,7.14,0.45466,0.179,0.0002142,0.0,0.286,0.00129,22.0
271,867,8725070025,2017-03-09T15:25:08Z,Dark Chocolate Sea Salt Caramels,Long Grove Confectionery Co,US,42.0,e,1695.0,21.43,14.29,0.0,0.024,59.52,42.86,2.4,2.38,1.20904,0.476,7.14e-05,0.0,0.048,0.00086,26.0
272,868,8725070032,2017-03-09T15:40:02Z,"Long Grove Confectionery Co., Myrtles, Milk Chocolate Pecan",Long Grove Confectionery Co.,US,28.0,e,2092.0,35.71,12.5,0.0,0.018,46.43,39.29,0.0,3.57,0.45466,0.179,0.0001071,0.0,0.071,0.00129,25.0
273,869,8725221236,2017-03-10T08:10:39Z,Milk Chocolate Pecan Myrtles,Long Grove Chocolates,US,31.0,e,2293.0,41.94,11.29,0.0,0.016,45.16,32.26,3.2,6.45,0.57404,0.226,9.69e-05,0.0,0.129,0.00116,21.0
274,870,8725221564,2017-03-10T08:10:39Z,Milk Chocolate Pecan Myrtles,Long Grove Chocolates,US,31.0,e,2293.0,41.94,11.29,0.0,0.016,45.16,32.26,3.2,6.45,0.57404,0.226,9.69e-05,0.0,0.129,0.00116,21.0
275,871,8725221571,2017-03-10T08:10:40Z,Milk Chocolate S'Mores,Long Grove Chocolates,US,35.0,e,2033.0,22.86,12.86,0.0,0.014,68.57,48.57,2.9,5.71,0.36322,0.143,0.0001713,0.0,0.229,0.00103,23.0
276,872,8725221618,2017-03-09T15:03:53Z,"Long Grove Confectionery Co., Cupid's Pretzels",Long Grove Confectionery Co.,US,40.0,e,1987.0,20.0,17.5,0.0,0.0,72.5,47.5,0.0,5.0,1.2065,0.475,0.0,0.0,0.05,0.0018,30.0
277,873,8725222608,2017-03-09T15:03:53Z,"Long Grove Confectionery Co., Pretzels, Cherry",Long Grove Confectionery Co.,US,40.0,e,2301.0,22.5,20.0,0.0,0.0,80.0,52.5,0.0,5.0,1.27,0.5,0.0,0.0,0.05,0.0027,31.0
278,874,8725247007,2017-03-09T16:10:15Z,"Pretzels, Yogurt","Jewel Osco,  Long Grove Confectionery Co.",US,30.0,e,1812.0,20.0,15.0,0.0,0.0,66.67,46.67,0.0,3.33,1.09982,0.433,0.0,0.0,0.067,0.0018,29.0
279,875,8725247014,2017-03-10T08:49:42Z,Pretzels,Jewel Osco,US,30.0,e,1954.0,23.33,13.33,0.0,0.0,66.67,43.33,3.3,6.67,0.97282,0.383,5.01e-05,0.0,0.067,0.0024,24.0
280,876,8725247021,2017-03-09T14:54:14Z,Double Dip Penuts,Jewel Osco,US,30.0,e,2230.0,30.0,15.0,0.0,0.017,56.67,50.0,3.3,6.67,0.17018,0.067,5.01e-05,0.002,0.1,0.0006,22.0
281,877,8725247038,2017-03-09T16:10:13Z,Chocolate Malt Balls,"Jewel Osco,  Long Grove Confectionery Co.",US,43.0,e,2142.0,27.91,16.28,0.0,0.012,62.79,58.14,2.3,4.65,0.1778,0.07,0.0,0.0,0.093,0.0,23.0
282,878,8725247045,2017-03-09T16:10:14Z,All Natural Chocolate Raisins,"Jewel Osco,  Long Grove Confectionery Co.",US,42.0,e,1795.0,19.05,10.71,0.0,0.012,69.05,64.29,2.4,50.0,0.06096,0.024,3.57e-05,0.0,0.071,0.00171,22.0
283,879,8725247052,2017-03-09T15:25:09Z,Dark Chocolate Almonds,Long Grove Confectionery Co.,US,37.0,d,2264.0,40.54,13.51,0.0,0.014,45.95,32.43,8.1,10.81,0.0,0.0,4.05e-05,0.0,0.108,0.00389,18.0
284,880,8725247069,2017-03-09T14:54:14Z,Dark Chocolate Nonpareils,"Jewel Osco,  Long Grove Confectionery Co.",US,35.0,e,2151.0,31.43,20.0,0.0,0.014,62.86,51.43,5.7,2.86,0.0,0.0,8.58e-05,0.0,0.0,0.00206,21.0
285,881,8725247090,2017-03-09T15:40:02Z,Chocolate Almonds,"Jewel Osco,  Long Grove Confectionery Co.",US,37.0,d,1807.0,29.73,10.81,0.0,0.008,37.84,32.43,5.4,8.11,0.09652,0.038,4.05e-05,0.0,0.135,0.00146,17.0
286,882,8725275024,2017-03-09T20:51:03Z,Ultimate Brown Bag Apple Pie,Long Grove Confectionery Co.,US,170.0,d,1059.0,10.0,4.71,1.47,0.015,41.18,28.24,1.8,1.76,0.14224,0.056,5.28e-05,0.0035,0.012,0.00021,11.0
287,890,8982000216,2017-03-09T11:24:46Z,Cracker Crisps Sesame Mini Crackers,Beigel Beigel,US,28.0,d,2092.0,21.43,10.71,0.0,0.0,64.29,3.57,3.6,10.71,1.27,0.5,0.0,0.0,0.0,0.00257,16.0
288,891,8982000513,2017-03-09T11:23:38Z,"Cracker Crisps, Sour Creme & Onion",Beigel Beigel,US,28.0,d,1795.0,16.07,7.14,0.0,0.0,67.86,3.57,7.1,7.14,2.35966,0.929,0.0,0.0,0.0,0.00129,17.0
289,895,90339,2017-03-09T13:14:36Z,Chunky Salsa,Trader Jose's,US,30.0,c,71.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,1.69418,0.667,0.0,0.004,0.0,0.0,7.0
290,899,9073102048,2017-03-09T10:56:48Z,Sorbet Gourmet,Sharon's,US,96.0,c,435.0,0.0,0.0,0.0,0.0,26.04,25.0,2.1,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,4.0
291,900,9073102079,2017-03-09T10:56:49Z,"Sorbet, Dutch Chocolate",Sharon's,US,96.0,c,481.0,3.65,1.04,0.0,0.0,20.83,20.83,0.0,0.0,0.04064,0.016,0.0,0.0,0.0,0.00038,6.0
292,901,9073102130,2017-03-09T10:56:46Z,"Sorbet, Mixed Berry",Sharon's,US,96.0,c,435.0,0.0,0.0,0.0,0.0,25.0,23.96,2.1,0.0,0.0,0.0,0.0,0.0156,0.0,0.00038,4.0
293,902,9073102222,2017-03-09T09:40:05Z,Sorbet,Sharon's,US,96.0,c,435.0,0.0,0.0,0.0,0.0,27.08,25.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,6.0
294,903,9073102314,2017-03-09T10:56:45Z,"Sorbet, Coconut",Sharon's,US,88.0,c,665.0,4.55,4.55,0.0,0.0,28.41,22.73,0.0,0.0,0.04318,0.017,0.0,0.0,0.0,0.00041,10.0
295,906,9120003007,2017-03-09T16:00:38Z,Biscotti Decoratie Wafers,Tonon,US,32.0,d,1962.0,18.75,8.75,0.09,0.016,75.0,25.0,3.1,6.25,0.3175,0.125,0.0,0.0,0.062,0.00112,15.0
296,907,9120003021,2017-03-09T16:02:15Z,Delice Biscotti,Tonon,US,30.0,d,1954.0,16.67,10.0,0.0,0.017,73.33,23.33,3.3,6.67,0.39878,0.157,0.0,0.0,0.0,0.0,16.0
297,908,9120008408,2017-03-09T16:02:16Z,Party Mix Assorted Biscuits,Tonon,US,32.0,d,1962.0,18.75,9.38,0.0,0.012,68.75,25.0,3.1,6.25,0.33274,0.131,0.0,0.0,0.062,0.00112,16.0
298,909,9120008804,2017-03-09T16:02:16Z,Biscuits With Rich Rice Flour Decorated With Cocoa,Tonon,US,23.0,e,2000.0,17.39,8.7,0.0,0.0,69.57,39.13,4.4,4.35,1.1049,0.435,0.0,0.0,0.0,0.00313,20.0
299,921,9176222568,2017-03-09T16:00:09Z,"Hig Hagemann, Mixed Wafers",Book Dynamics,US,28.6,e,2368.0,34.27,20.28,0.0,0.003,59.79,40.91,1.8,3.5,0.13208,0.052,0.0,0.0,0.0,0.00189,24.0
300,1026,93187,2017-03-09T13:14:38Z,Masala Simmer Sauce,Trader Joe's,US,125.0,c,301.0,4.0,1.2,0.0,0.004,8.8,7.2,0.8,1.6,0.9144,0.36,0.00018,0.0038,0.048,0.00086,4.0
301,1027,9319010045,2017-03-09T14:54:14Z,Pineapple Fruit Drink,Fiesta Pacific Products Inc.,US,16.0,b,142.0,0.0,0.0,0.0,0.0,8.24,4.02,0.0,0.0,0.00508,0.002,6.3e-06,0.0002,0.0,0.0,0.0
302,1036,9400003000,2017-03-10T08:39:41Z,Country Brand Souse,Zeigler,US,56.0,d,820.0,16.07,5.36,0.0,0.071,1.79,0.0,0.0,10.71,2.26822,0.893,0.0005358,0.0021,0.0,0.00321,16.0
303,1043,9502002222,2017-03-09T21:08:24Z,Asian Stir Fry Sauce And Marinade,Pappy's,US,34.0,d,494.0,2.35,0.0,0.0,0.0,23.53,20.59,0.0,0.0,2.83972,1.118,7.5e-05,0.0,0.0,0.0,15.0
304,1046,9542005184,2017-03-10T08:10:40Z,Excellence Dark Chocolate With Sea Salt,Lindt & Sprungli Inc.,US,40.0,e,2301.0,32.5,20.0,0.0,0.012,60.0,47.5,7.5,5.0,0.35052,0.138,7.5e-05,0.0,0.05,0.0018,22.0
305,1047,9542005207,2017-03-10T08:10:40Z,Dark Assortment Chocolate,Lindt & Sprungli (Usa) Inc.,US,40.0,e,2406.0,37.5,22.5,0.0,0.012,55.0,42.5,7.5,7.5,0.15748,0.062,7.5e-05,0.0,0.05,0.0027,21.0
306,1048,9542005474,2017-03-09T13:30:25Z,"Hello My Name Is Cookies & Cream, Milk Chocolate With Cookies And Cream Filling","Lindt,  Lindt & Sprungli Gmbh",US,40.0,e,2301.0,37.5,25.0,0.0,0.025,55.0,50.0,2.5,5.0,0.28448,0.112,7.5e-05,0.0,0.15,0.0009,24.0
307,1049,9542005481,2017-03-09T13:30:04Z,"Milk Chocolate With Strawberry Cream Cheese Filling, Strawberry","Lindt,  Lindt & Sprungli Gmbh",US,40.0,e,2197.0,35.0,22.5,0.0,0.025,52.5,50.0,2.5,5.0,0.28448,0.112,7.5e-05,0.0,0.15,0.0009,24.0
308,1052,9542006372,2017-03-09T12:39:33Z,Minis Chocolate,Lindt,US,40.0,e,2301.0,37.5,22.5,0.0,0.025,52.5,47.5,2.5,5.0,0.254,0.1,7.5e-05,0.003,0.15,0.0009,24.0
309,1053,9542006624,2017-03-10T08:10:40Z,Dark Chocolate Truffles,Lindt,US,36.0,e,2674.0,52.78,36.11,0.0,0.014,41.67,36.11,2.8,5.56,0.07112,0.028,0.0,0.0,0.056,0.001,22.0
310,1054,9542006723,2017-03-10T08:10:41Z,Lindor Assorted Chocolate Truffles,Lindt & Sprungli (Usa) Inc.,US,36.0,e,2674.0,52.78,36.11,0.0,0.014,41.67,38.89,2.8,5.56,0.17526,0.069,8.34e-05,0.0,0.111,0.001,22.0
311,1055,9542007102,2017-03-09T16:44:37Z,"Lindor, Assorted Chocolate Truffles","Lindt,  Lindt & Sprungli (Schweiz) Ag",US,36.0,e,2674.0,52.78,36.11,0.0,0.014,41.67,38.89,2.8,5.56,0.17526,0.069,8.34e-05,0.0,0.111,0.001,22.0
312,1056,9542007201,2017-03-10T08:10:41Z,Assorted Chocolate Truffles,Lindt Lindor,US,36.0,e,2674.0,50.0,36.11,0.0,0.014,41.67,38.89,2.8,5.56,0.21082,0.083,8.34e-05,0.0,0.111,0.001,22.0
313,1057,9542007393,2017-03-10T08:10:41Z,Classic Assorted Chocolates,Lindt & Sprungli (Usa) Inc.,US,41.0,e,2347.0,39.02,24.39,0.0,0.024,51.22,43.9,2.4,4.88,0.34036,0.134,7.32e-05,0.0,0.146,0.00088,24.0
314,1058,9542007676,2017-03-09T15:46:46Z,"Milk Chocolate Truffles, Caramel","Lindt,  Lindt & Sprungli (Schweiz) Ag",US,36.0,e,2556.0,50.0,36.11,0.0,0.014,44.44,38.89,2.8,5.56,0.3175,0.125,8.34e-05,0.0,0.167,0.001,23.0
315,1059,9542007683,2017-03-10T08:10:41Z,Irresistibly Smooth Caramel Milk Chocolate Truffles,Lindt,US,36.0,e,2556.0,50.0,36.11,0.0,0.014,44.44,38.89,2.8,5.56,0.3175,0.125,8.34e-05,0.0,0.167,0.001,23.0
316,1060,9542007881,2017-03-10T08:10:42Z,Hens Milk Chocolate,Lindt,US,35.0,e,2272.0,34.29,20.0,0.0,0.014,57.14,54.29,2.9,5.71,0.21844,0.086,8.58e-05,0.0,0.171,0.00103,22.0
317,1061,9542007959,2017-03-10T08:10:42Z,Assorted Milk Chocolates,Lindt,US,37.0,e,2377.0,40.54,24.32,0.0,0.014,51.35,45.95,2.7,5.41,0.2413,0.095,8.1e-05,0.0,0.162,0.00097,25.0
318,1062,9542007966,2017-03-10T08:10:42Z,Gold Bunny Milk Chocolate,Lindt & Sprungli Gmbh,US,40.0,e,2301.0,32.5,20.0,0.0,0.025,57.5,55.0,2.5,7.5,0.22352,0.088,7.5e-05,0.0,0.2,0.0009,23.0
319,1063,9542008352,2017-03-10T08:10:42Z,Chocolate Minis,Lindt,US,40.0,e,2301.0,37.5,22.5,0.0,0.025,52.5,47.5,2.5,5.0,0.254,0.1,7.5e-05,0.003,0.15,0.0009,24.0
320,1064,9542008413,2017-03-10T08:10:43Z,Cheesecake,Lindt & Sprungli Gmbh,US,40.0,e,2301.0,37.5,25.0,0.0,0.025,50.0,47.5,2.5,5.0,0.254,0.1,7.5e-05,0.003,0.15,0.0009,24.0
321,1065,9542008420,2017-03-10T08:10:43Z,Assorted Chocolate Mini Sticks,Lindt & Sprungli Gmbh,US,40.0,e,2301.0,37.5,22.5,0.0,0.025,52.5,47.5,2.5,5.0,0.254,0.1,7.5e-05,0.003,0.15,0.0009,24.0
322,1066,9542008444,2017-03-10T08:10:43Z,Candy,Lindt & Sprungli,US,41.0,e,2347.0,36.59,19.51,0.0,0.024,53.66,51.22,2.4,7.32,0.2159,0.085,7.32e-05,0.0,0.195,0.00088,24.0
323,1067,9542009069,2017-03-09T10:42:14Z,Lindor Coconut Milk Chocolate Truffles,"Lindt,  Lindt & Sprungli (Usa) Inc.",US,36.0,e,2674.0,50.0,36.11,0.0,0.014,41.67,38.89,2.8,5.56,0.24638,0.097,8.34e-05,0.0,0.167,0.001,23.0
324,1068,9542009175,2017-03-10T08:10:43Z,Milk Chocolate Truffles,Lindt,US,36.0,e,2556.0,50.0,36.11,0.0,0.014,44.44,38.89,2.8,5.56,0.3175,0.125,8.34e-05,0.0,0.167,0.001,23.0
325,1069,9542009588,2017-03-09T11:15:29Z,"Lindor, Milk Chocolate, Caramel With Sea Salt","Lindt,  Lindt & Sprungli (Usa) Inc.",US,42.0,e,2293.0,30.95,19.05,0.0,0.024,57.14,52.38,2.4,7.14,0.635,0.25,7.14e-05,0.0,0.238,0.00086,25.0
326,1071,9542011161,2017-03-10T08:10:44Z,Milk Chocolate Caramels,Lindt & Sprungli Inc.,US,38.0,e,2092.0,34.21,13.16,0.0,0.026,50.0,42.11,2.6,5.26,0.50038,0.197,7.89e-05,0.0,0.105,0.00095,24.0
327,1072,9542011178,2017-03-10T08:10:44Z,Selections Extra Dark Chocolate Truffles,"Signature,  Lindt",US,33.0,e,2536.0,48.48,33.33,0.0,0.0,42.42,33.33,6.1,6.06,0.0762,0.03,0.0,0.0,0.061,0.00218,19.0
328,1073,9542011185,2017-03-10T08:10:44Z,Milk Chocolate Hazelnut Truffles,Lindt,US,31.0,e,2565.0,45.16,29.03,0.0,0.016,45.16,41.94,3.2,6.45,0.24638,0.097,9.69e-05,0.0,0.129,0.00116,23.0
329,1074,9542011208,2017-03-10T08:10:45Z,Selections Milk Chocolate Pecan Caramel,"Signature,  Lindt & Sprungli (Usa) Inc",US,38.0,e,2092.0,34.21,13.16,0.0,0.026,50.0,42.11,2.6,5.26,0.50038,0.197,7.89e-05,0.0,0.105,0.00095,24.0
330,1075,9542011253,2017-03-09T09:57:44Z,"Excellence Dark Chocolate, Lemon","Lindt,  Lindt & Sprungli (Usa) Inc.",US,40.0,e,2197.0,30.0,17.5,0.0,0.012,57.5,47.5,7.5,5.0,0.09652,0.038,7.5e-05,0.0,0.05,0.0018,21.0
331,1076,9542011321,2017-03-10T08:10:45Z,Lindor White Chocolate Truffles,Lindt Lindor,US,36.0,e,2556.0,50.0,36.11,0.0,0.014,44.44,41.67,0.0,5.56,0.21082,0.083,0.0,0.0,0.167,0.0,26.0
332,1077,9542011338,2017-03-10T08:10:46Z,Lindor Dark Chocolate Truffles,Lindt & Sprungli (Usa) Inc.,US,36.0,e,2674.0,52.78,36.11,0.0,0.014,41.67,36.11,2.8,5.56,0.07112,0.028,0.0,0.0,0.056,0.001,22.0
333,1078,9542011345,2017-03-10T08:10:45Z,Lindor Dark Chocolate Truffles,Lindt & Sprungli (Usa) Inc.,US,36.0,e,2674.0,52.78,36.11,0.0,0.0,41.67,36.11,2.8,5.56,0.07112,0.028,0.0,0.0,0.056,0.001,22.0
334,1079,9542011369,2017-03-10T08:10:46Z,Milk Chocolate With A Salted Caramel Filling,Lindt & Sprungli Gmbh,US,39.0,e,2038.0,28.21,17.95,0.0,0.038,61.54,56.41,0.0,5.13,0.84582,0.333,0.0001539,0.0,0.154,0.0,29.0
335,1080,9542011376,2017-03-10T08:10:45Z,Dark Chocolate Cookie,Lindt & Sprungli Gmbh,US,39.0,e,2146.0,28.21,17.95,0.0,0.038,66.67,58.97,2.6,2.56,0.03302,0.013,0.0001539,0.0,0.051,0.00092,23.0
336,1081,9542011383,2017-03-09T12:39:33Z,Milk Chocolate With Salted Caramel-Filling,Lindt & Sprungli Gmbh,US,40.0,e,2092.0,27.5,17.5,0.0,0.038,62.5,57.5,0.0,5.0,0.73152,0.288,0.00015,0.0,0.15,0.0,29.0
337,1082,9542011390,2017-03-10T08:10:46Z,Dark Chocolate With A Creamy Chocolate Filling And Dark Cookie Piecescookie,Lindt & Sprungli Gmbh,US,40.0,e,2197.0,27.5,17.5,0.0,0.038,65.0,60.0,2.5,2.5,0.0635,0.025,0.00015,0.0,0.05,0.0009,23.0
338,1083,9542011406,2017-03-10T08:10:46Z,Hello My Name Is Milk Chocolate Stick,Lindt,US,39.0,e,2251.0,35.9,20.51,0.0,0.026,56.41,48.72,5.1,5.13,0.26162,0.103,7.68e-05,0.0,0.103,0.00092,22.0
339,1084,9542011642,2017-03-10T08:10:46Z,Extra Dark Chocolate,Lindt & Sprungli (Usa) Inc.,US,40.0,d,2406.0,45.0,27.5,0.0,0.0,37.5,12.5,15.0,12.5,0.09652,0.038,0.0,0.0,0.05,0.01125,14.0
340,1085,9542011659,2017-03-10T08:10:47Z,Dark Chocolate Bars,Lindt & Sprungli Inc.,US,40.0,e,1987.0,32.5,17.5,0.0,0.012,57.5,42.5,2.5,7.5,0.09652,0.038,7.5e-05,0.0,0.05,0.0027,21.0
341,1086,9542011680,2017-03-09T16:10:15Z,"Lindor, Assorted Chocolate Truffles","Lindt,  Lindt & Sprungli (Schweiz) Ag",US,36.0,e,2674.0,50.0,36.11,0.0,0.014,41.67,38.89,2.8,5.56,0.24638,0.097,8.34e-05,0.0,0.111,0.001,23.0
342,1087,9542011697,2017-03-09T15:46:43Z,"Lindor, Assorted Chocolate Truffles","Lindt,  Lindt & Sprungli (Schweiz) Ag",US,36.0,e,2674.0,52.78,36.11,0.0,0.014,41.67,38.89,2.8,5.56,0.17526,0.069,8.34e-05,0.0,0.111,0.001,22.0
343,1088,9542011703,2017-03-09T15:40:03Z,"Lindor, Irresistibly Smooth White Chocolate Truffles, Peppermint","Lindt,  Lindt & Sprungli (Schweiz) Ag",US,36.0,e,2674.0,52.78,38.89,0.0,0.014,38.89,38.89,2.8,5.56,0.21082,0.083,0.0,0.0,0.167,0.0,22.0
344,1089,9542011710,2017-03-09T14:54:15Z,"Lindor, Peppermint White Chocolate Truffles","Lindt,  Lindt & Sprungli (Schweiz) Ag",US,36.0,e,2674.0,52.78,38.89,0.0,0.014,38.89,38.89,2.8,5.56,0.21082,0.083,0.0,0.0,0.167,0.0,22.0
345,1090,9542011734,2017-03-09T15:40:03Z,Peppermint White Chocolate Truffles,"Lindt,  Lindt & Sprungli (Schweiz) Ag",US,36.0,e,2674.0,52.78,38.89,0.0,0.014,38.89,38.89,2.8,5.56,0.21082,0.083,0.0,0.0,0.167,0.0,22.0
346,1091,9542011741,2017-03-09T15:25:09Z,Lindor Chocolate Truffles,Lindt & Sprungli (Schweiz) Ag,US,36.0,e,2674.0,52.78,38.89,0.0,0.014,38.89,38.89,2.8,5.56,0.21082,0.083,0.0,0.0,0.167,0.0,22.0
347,1092,9542011758,2017-03-09T15:40:03Z,"Lindor White Chocolate Truffels, Peppermint","Lindt,  Lindt & Sprungli (Schweiz) Ag",US,36.0,e,2674.0,52.78,38.89,0.0,0.014,38.89,38.89,2.8,5.56,0.21082,0.083,0.0,0.0,0.167,0.0,22.0
